Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),7412.66,3.30,18165.42,,,,,,10449.55,,10714.03,10789.94,11153.51,4594.49
Active Decode Throughput Per User (tokens/sec/user),29.24,2.81,125.76,,,,,,40.82,,41.85,42.15,43.62,17.59
Active Prefill Throughput (tokens/sec),48078.93,194.57,134614.67,,,,,,49918.78,,57139.23,66634.69,91349.65,14938.08
Active Prefill Throughput Per User (tokens/sec/user),857.76,194.41,2835.19,,,,,,832.79,,1110.46,1239.51,1632.72,269.38
Active Total Throughput (tokens/sec),22827.11,41.59,134614.67,,,,,,7961.11,,56254.44,61434.57,73432.61,22973.58
Credit-to-Start Latency (ms),3.56,0.41,24.46,15504.93,0.91,1.66,1.89,2.05,2.23,4.23,6.00,10.45,17.16,3.19
Decode Duration (ms),16270.09,12274.16,17274.08,70807447.92,12742.71,14506.22,16321.88,16361.49,16369.63,16499.74,16683.71,16963.37,16973.87,683.69
E2E Output Token Throughput (tokens/sec/user),29.10,23.27,38.28,126631.95,23.98,25.90,28.70,29.01,29.02,29.03,29.54,32.66,36.53,1.68
Effective Concurrency,255.82,0.00,256.00,,,,,,256.00,,256.00,256.00,256.00,4.09
Effective Decode Concurrency,235.78,0.00,256.00,,,,,,256.00,,256.00,256.00,256.00,35.46
Effective Decode Throughput (tokens/sec),7405.23,0.00,18165.42,,,,,,10449.38,,10714.01,10789.83,11153.51,4598.17
Effective Decode Throughput Per User (tokens/sec/user),29.22,0.00,125.76,,,,,,40.82,,41.85,42.15,43.62,17.60
Effective Latency (CO-aware) (ms),17656.34,13390.79,22007.06,76840378.24,14021.04,15677.48,17336.16,17639.56,17647.86,17655.03,17838.76,19770.66,21353.60,991.31
Effective Prefill Concurrency,20.03,0.00,256.00,,,,,,0.00,,60.00,60.00,163.00,35.19
Effective Prefill Throughput (tokens/sec),15421.58,0.00,134614.67,,,,,,0.00,,50049.94,55355.63,67559.77,23983.40
Effective Prefill Throughput Per User (tokens/sec/user),275.13,0.00,2835.19,,,,,,0.00,,876.85,1054.95,1372.59,428.46
Effective Total Throughput (tokens/sec),22826.81,0.00,134614.67,,,,,,7961.11,,56254.44,61434.57,73432.61,22973.57
