Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Active Decode Throughput (tokens/sec),226.08,0.00,437.50,,,,,,226.09,,235.99,240.61,257.41,19.85
Active Decode Throughput Per User (tokens/sec/user),56.66,0.00,120.57,,,,,,56.52,,59.00,60.18,64.35,3.98
Active Prefill Throughput (tokens/sec),14063.63,2933.39,68549.56,,,,,,12867.96,,12995.78,45381.66,66412.97,9759.56
Active Prefill Throughput Per User (tokens/sec/user),4407.13,2933.39,21086.42,,,,,,3222.08,,3617.21,15231.57,20597.18,3785.73
Active Total Throughput (tokens/sec),679.50,57.27,68549.56,,,,,,227.59,,229.34,229.67,12907.78,3027.73
Credit-to-Start Latency (ms),1.55,0.89,2.70,204.19,0.92,1.44,1.46,1.49,1.53,1.57,1.60,1.65,2.67,0.23
Decode Duration (ms),8989.08,8888.02,9116.73,1186558.08,8888.03,8901.09,8920.71,8951.49,8985.00,9024.35,9069.21,9084.65,9097.23,53.62
E2E Output Token Throughput (tokens/sec/user),55.32,54.38,56.84,7302.76,54.38,54.55,54.59,54.76,55.05,55.46,56.60,56.71,56.79,0.72
Effective Concurrency,4.00,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.06
Effective Decode Concurrency,3.88,0.00,4.00,,,,,,4.00,,4.00,4.00,4.00,0.65
Effective Decode Throughput (tokens/sec),220.74,0.00,437.50,,,,,,225.91,,235.85,240.39,257.20,39.55
Effective Decode Throughput Per User (tokens/sec/user),55.32,0.00,120.57,,,,,,56.48,,58.97,60.11,64.30,9.46
Effective Latency (CO-aware) (ms),9257.66,9009.82,9416.03,1222011.05,9016.50,9029.61,9047.48,9233.31,9301.21,9351.34,9380.96,9387.28,9415.93,118.49
Effective Prefill Concurrency,0.12,0.00,4.00,,,,,,0.00,,0.00,0.00,4.00,0.65
Effective Prefill Throughput (tokens/sec),458.75,0.00,68549.56,,,,,,0.00,,0.00,0.00,12907.78,3057.50
Effective Prefill Throughput Per User (tokens/sec/user),143.76,0.00,21086.42,,,,,,0.00,,0.00,0.00,3233.10,1039.42
